%Time (sec) 	Torsional Angle(°) 	Torsional Epsilon 3550 Torsion (°) 	Torsional Torque 	(in·lbf) Axial Epsilon 3550 Axial (in)
1329.296875	47.9952406876034	-0.000188101084039012	-3.21379725761545	5.17213736406492E-06
1329.306640625	47.9947181781319	-2.23964446224447E-05	-3.49050097002684	7.14428733145745E-06
1329.31640625	47.993106253488	0.000206250691649587	-3.31774219681122	3.94917526502081E-06
1329.326171875	47.9966442914776	3.78414982459823E-05	-3.33658849812976	5.34574813112223E-06
1329.3359375	47.9976858953259	-0.00133775178765667	-3.23316793921953	6.74944488750272E-06
1329.345703125	47.9960876310603	-0.00168915468174269	-3.14965141047342	5.76852609424171E-06
1329.35546875	47.9932838384064	-0.000912711020811472	-2.83542338245824	7.47351031454103E-06
1329.365234375	47.993632178054	-0.00101722773524215	-2.41159222535543	3.73750514352035E-06
1329.375	47.9959783480336	-0.000543247927204066	-2.84510173328162	5.91457619538855E-06
1329.384765625	47.9966033103426	-0.000985387668675823	-3.12538642494675	5.61928806198592E-06
1329.39453125	47.9990348576868	-0.00221216316053124	-3.15661079148629	2.19206965789991E-06
1329.404296875	47.9976073481505	-0.0038184150872124	-3.13011481579107	2.87076413384758E-06
1329.4140625	47.9943322724439	-0.00320027775638617	-3.06290920440749	2.96319399463812E-06
1329.423828125	47.9939156309046	0.000909838810372755	-2.98897474942026	8.04908853479708E-06
1329.43359375	47.9918426684917	0.00322954722639707	-2.79455099896495	9.81612999108677E-06
